"DateTime","ESP8266 50G","ESP8266 55G","Water Meter"
"11/5/2025 13:50","81.8","78.1","80.3"
"11/5/2025 13:53","81.9","78","80.3"
"11/5/2025 14:00","81.8","78.1","80.3"
"11/5/2025 14:04","81.8","78.1","80.4"
"11/5/2025 14:10","81.8","78.1","80.3"
"11/5/2025 14:14","81.8","78.1","80.3"
"11/5/2025 14:21","81.8","78.1","80.4"
"11/5/2025 14:24","81.8","78.1","80.4"
"11/5/2025 14:31","81.7","78.1","80.4"
"11/5/2025 14:35","81.8","78.1","80.4"
"11/5/2025 14:41","81.8","78.1","80.4"
"11/5/2025 14:45","81.8","78.1","80.4"
"11/5/2025 14:52","81.8","78.2","80.5"
"11/5/2025 14:55","81.8","78.2","80.6"
"11/5/2025 15:02","81.8","78.1","80.8"
"11/5/2025 15:06","81.8","78.2","80.8"
"11/5/2025 15:12","81.9","78.2","80.9"
"11/5/2025 15:16","81.8","78.2","80.9"
"11/5/2025 15:23","81.8","78.2","80.9"
"11/5/2025 15:26","81.7","78.2","81.1"
"11/5/2025 15:33","81.9","78.2","81.1"
"11/5/2025 15:37","81.8","78.2","81.1"
"11/5/2025 15:43","81.8","78.2","81.1"
"11/5/2025 15:47","81.8","78.2","81.1"
"11/5/2025 15:54","81.9","78.2","81.1"
"11/5/2025 15:57","81.9","78.2","81.1"
"11/5/2025 16:04","81.9","78.2","77.2"
"11/5/2025 16:08","81.9","78.2","76.3"
"11/5/2025 16:14","81.9","78.2","76.7"
"11/5/2025 16:18","81.8","78.3","76.9"
"11/5/2025 16:24","81.9","78.2","75.5"
"11/5/2025 16:28","81.9","78.2","76"
"11/5/2025 16:35","81.9","78.2","76.4"
"11/5/2025 16:38","81.9","78.2","75"
"11/5/2025 16:45","81.9","78.3","74.5"
"11/5/2025 16:49","81.9","78.3","74.6"
"11/5/2025 16:55","81.9","78.3","75.7"
"11/5/2025 16:59","81.9","78.3","76.2"
"11/5/2025 17:06","81.9","78.3","75.4"
"11/5/2025 17:09","81.9","78.3","75.1"
"11/5/2025 17:16","82.1","78.3","75"
"11/5/2025 17:20","82.1","78.3","75.5"
"11/5/2025 17:26","82.1","78.3","76.4"
"11/5/2025 17:30","81.9","78.3","76.9"
"11/5/2025 17:37","82.1","78.3","77.6"
"11/5/2025 17:40","82.1","78.3","77.9"
"11/5/2025 17:47","82.1","78.3","78.5"
"11/5/2025 17:50","82.1","78.3","79"
"11/5/2025 17:57","82.1","78.3","80.8"
"11/5/2025 18:01","82.1","78.3","81.1"
"11/5/2025 18:07","82.1","78.3","81.3"
"11/5/2025 18:11","82.1","78.3","81.4"
"11/5/2025 18:18","81.9","78.3","81.5"
"11/5/2025 18:21","82.1","78.3","81.5"
"11/5/2025 18:28","82.1","78.3","81.5"
"11/5/2025 18:32","82.1","78.3","81.5"
"11/5/2025 18:38","82.1","78.3","81.5"
"11/5/2025 18:42","81.9","78.3","81.5"
"11/5/2025 18:49","82.1","78.3","81.5"
"11/5/2025 18:52","82.1","78.3","81.5"
"11/5/2025 18:59","81.9","78.3","81.4"
"11/5/2025 19:03","82.1","78.3","81.4"
"11/5/2025 19:09","82.1","78.3","81.4"
"11/5/2025 19:13","82.1","78.3","81.3"
"11/5/2025 19:19","81.9","78.3","79.7"
"11/5/2025 19:23","82.1","78.3","79.8"
"11/5/2025 19:30","82.1","78.3","79.9"
"11/5/2025 19:34","82.1","78.3","80"
"11/5/2025 19:40","82.1","78.3","80.3"
"11/5/2025 19:44","82.1","78.3","80.4"
"11/5/2025 19:50","82.1","78.3","80.5"
"11/5/2025 19:54","82.1","78.3","80.5"
"11/5/2025 20:01","82.1","78.3","78.9"
"11/5/2025 20:04","81.9","78.3","77.6"
"11/5/2025 20:11","82.1","78.3","77.7"
"11/5/2025 20:15","82.1","78.3","75.9"
"11/5/2025 20:21","82.2","78.3","76.3"
"11/5/2025 20:25","82.1","78.3","76.7"
"11/5/2025 20:31","82.1","78.3","77.2"
"11/5/2025 20:35","82.2","78.3","77.6"
"11/5/2025 20:42","82.1","78.3","77"
"11/5/2025 20:46","81.9","78.3","77.2"
"11/5/2025 20:52","82.1","78.3","77.8"
"11/5/2025 20:56","81.9","78.3","75.4"
"11/5/2025 21:02","82.2","78.3","75.8"
"11/5/2025 21:06","82.1","78.3","76.2"
"11/5/2025 21:13","81.9","78.3","76.9"
"11/5/2025 21:16","82.1","78.2","77"
"11/5/2025 21:23","81.9","78.3","77.6"
"11/5/2025 21:27","82.1","78.3","77.8"
"11/5/2025 21:33","81.9","78.2","78.2"
"11/5/2025 21:37","81.9","78.3","78.5"
"11/5/2025 21:43","81.9","78.2","78.8"
"11/5/2025 21:47","81.9","78.3","78.9"
"11/5/2025 21:54","82.1","78.2","79.3"
"11/5/2025 21:57","81.9","78.2","77"
"11/5/2025 22:04","81.9","78.2","75.3"
"11/5/2025 22:08","82.1","78.2","75.1"
"11/5/2025 22:14","81.9","78.2","75.4"
"11/5/2025 22:18","81.9","78.2","75.9"
"11/5/2025 22:25","81.9","78.2","76.6"
"11/5/2025 22:28","82.1","78.2","76.9"
"11/5/2025 22:35","82.1","78.2","77.6"
"11/5/2025 22:39","81.9","78.2","77.8"
"11/5/2025 22:45","81.9","78.2","78.2"
"11/5/2025 22:49","81.9","78.2","76.9"
"11/5/2025 22:55","82.1","78.2","75.1"
"11/5/2025 22:59","82.1","78.2","75.1"
"11/5/2025 23:06","81.9","78.2","75.8"
"11/5/2025 23:09","81.9","78.2","76.2"
"11/5/2025 23:16","82.1","78.2","76.8"
"11/5/2025 23:20","82.1","78.2","77.1"
"11/5/2025 23:26","81.9","78.2","77.7"
"11/5/2025 23:30","81.9","78.1","77.9"
"11/5/2025 23:37","81.9","78.1","78.2"
"11/5/2025 23:40","82.1","78.1","78.5"
"11/5/2025 23:47","81.9","78.1","78.7"
"11/5/2025 23:51","81.9","78.2","78.8"
"11/5/2025 23:57","81.9","78.1","77.3"
"11/6/2025 0:01","81.9","78.1","76.2"
"11/6/2025 0:07","81.9","78.1","75.5"
"11/6/2025 0:11","81.9","78.1","74.9"
"11/6/2025 0:18","81.9","78.1","75.2"
"11/6/2025 0:21","81.9","78.1","75.5"
"11/6/2025 0:28","81.9","78","76.2"
"11/6/2025 0:32","81.9","78.1","76.4"
"11/6/2025 0:38","81.9","78.1","77"
"11/6/2025 0:42","81.8","78","77.2"
"11/6/2025 0:49","81.9","78","77.7"
"11/6/2025 0:52","81.8","78","77.9"
"11/6/2025 0:59","81.8","78","78.2"
"11/6/2025 1:03","81.8","78","78.3"
"11/6/2025 1:09","81.9","78","78.6"
"11/6/2025 1:13","81.8","78","78.8"
"11/6/2025 1:19","81.8","78","78.9"
"11/6/2025 1:23","81.7","78","79"
"11/6/2025 1:30","81.8","78","79.1"
"11/6/2025 1:33","81.7","78","79.1"
"11/6/2025 1:40","81.7","78","79.3"
"11/6/2025 1:44","81.8","78","79.3"
"11/6/2025 1:51","81.7","77.9","79.4"
"11/6/2025 1:54","81.7","77.9","79.4"
"11/6/2025 2:01","81.7","78","79.4"
"11/6/2025 2:04","81.7","77.9","78.5"
"11/6/2025 2:11","81.8","77.9","78.3"
"11/6/2025 2:15","81.7","77.9","78.5"
"11/6/2025 2:22","81.7","78","78.7"
"11/6/2025 2:25","81.7","78","78.9"
"11/6/2025 2:32","81.8","77.9","79.1"
"11/6/2025 2:35","81.7","77.9","79.3"
"11/6/2025 2:42","81.7","78","79.5"
"11/6/2025 2:45","81.7","78","79.6"
"11/6/2025 2:52","81.7","78","79.8"
"11/6/2025 2:56","81.7","77.9","79.9"
"11/6/2025 3:03","81.7","77.9","79.9"
"11/6/2025 3:06","81.8","78","80"
"11/6/2025 3:13","81.7","78","80.2"
"11/6/2025 3:16","81.7","78","80.2"
"11/6/2025 3:23","81.7","77.9","80.2"
"11/6/2025 3:26","81.7","77.9","79.4"
"11/6/2025 3:34","81.8","78","79.3"
"11/6/2025 3:37","81.8","77.9","79.3"
"11/6/2025 3:44","81.7","77.9","79.5"
"11/6/2025 3:47","81.8","77.9","79.5"
"11/6/2025 3:54","81.7","77.9","79.6"
"11/6/2025 3:57","81.8","77.9","79.6"
"11/6/2025 4:04","81.7","77.9","79.7"
"11/6/2025 4:08","81.8","77.9","79.8"
"11/6/2025 4:15","81.8","77.9","79.8"
"11/6/2025 4:18","81.7","77.9","79.8"
"11/6/2025 4:25","81.7","77.9","79.8"
"11/6/2025 4:28","81.7","78","79.8"
"11/6/2025 4:35","81.7","77.9","75.5"
"11/6/2025 4:38","81.8","77.9","75.4"
"11/6/2025 4:45","81.8","77.9","75.8"
"11/6/2025 4:49","81.8","77.9","76.3"
"11/6/2025 4:56","81.8","77.9","77.6"
"11/6/2025 4:59","81.8","78","77.9"
"11/6/2025 5:06","81.8","78","79.5"
"11/6/2025 5:09","81.8","77.9","80.2"
"11/6/2025 5:16","81.8","78","80"
"11/6/2025 5:19","81.8","77.9","80"
"11/6/2025 5:27","81.8","78","80.4"
"11/6/2025 5:30","81.8","78","80.4"
"11/6/2025 5:37","81.8","78","80.5"
"11/6/2025 5:40","81.7","78","80.6"
"11/6/2025 5:47","81.8","78","80.7"
"11/6/2025 5:50","81.8","78","80.8"
"11/6/2025 5:57","81.9","78","81.1"
"11/6/2025 6:01","81.8","78.1","81.2"
"11/6/2025 6:08","81.8","78","81.3"
"11/6/2025 6:11","81.8","78","81.4"
"11/6/2025 6:18","81.9","78.1","81.4"
"11/6/2025 6:21","81.8","78","81.4"
"11/6/2025 6:28","81.8","78","75.8"
"11/6/2025 6:32","81.8","78","76"
"11/6/2025 6:39","81.9","78","75"
"11/6/2025 6:42","81.8","78","75.2"
"11/6/2025 6:49","81.9","78.1","75.3"
"11/6/2025 6:52","81.8","78","75.5"
"11/6/2025 6:59","81.9","78","76.4"
"11/6/2025 7:02","81.8","78","76.8"
"11/6/2025 7:10","81.9","78","77.4"
"11/6/2025 7:13","81.8","78","77.4"
"11/6/2025 7:20","81.9","78.1","77.1"
"11/6/2025 7:23","81.9","78","77.4"
"11/6/2025 7:30","81.8","78","77.9"
"11/6/2025 7:33","81.9","78","78"
"11/6/2025 7:40","81.8","78","78.5"
"11/6/2025 7:44","81.9","78","78.6"
"11/6/2025 7:51","81.9","78","78.9"
"11/6/2025 7:54","81.9","78","78.9"
"11/6/2025 8:01","81.8","78","79.1"
"11/6/2025 8:04","81.9","78","79.3"
"11/6/2025 8:11","81.8","78","79.4"
"11/6/2025 8:14","81.8","78","79.5"
"11/6/2025 8:21","81.8","78","79.5"
"11/6/2025 8:25","81.9","78","79.6"
"11/6/2025 8:32","81.9","78.1","79.7"
"11/6/2025 8:35","81.8","78","79.8"
"11/6/2025 8:42","81.8","78","76.8"
"11/6/2025 8:45","81.9","78.1","76"
"11/6/2025 8:52","81.8","78.1","76.6"
"11/6/2025 8:56","81.8","78","77"
"11/6/2025 9:03","81.8","78.1","76"
"11/6/2025 9:06","81.9","78.1","76.8"
"11/6/2025 9:13","82.1","78.1","76.6"
"11/6/2025 9:16","81.9","78.1","76.6"
"11/6/2025 9:23","82.1","78.1","75.8"
"11/6/2025 9:26","82.1","78.1","75.8"
"11/6/2025 9:33","81.9","78.1","75.9"
"11/6/2025 9:37","81.9","78.1","75.3"
"11/6/2025 9:44","82.1","78.2","75.8"
"11/6/2025 9:47","81.9","78.2","76.2"
"11/6/2025 9:54","81.9","78.2","77.3"
"11/6/2025 9:57","82.1","78.2","77.8"
"11/6/2025 10:04","81.9","78.2","78.5"
"11/6/2025 10:07","82.1","78.2","78.8"
"11/6/2025 10:15","82.1","78.2","79.4"
"11/6/2025 10:18","82.1","78.2","79.5"
"11/6/2025 10:25","82.1","78.2","79.8"
"11/6/2025 10:28","82.1","78.2","80"
"11/6/2025 10:35","82.1","78.2","80.3"
"11/6/2025 10:39","82.1","78.2","80.3"
"11/6/2025 10:45","82.1","78.2","80.5"
"11/6/2025 10:49","82.1","78.2","80.5"
"11/6/2025 10:56","82.1","78.2","80.6"
"11/6/2025 10:59","81.9","78.2","80.6"
"11/6/2025 11:06","82.1","78.2","80.7"
"11/6/2025 11:10","82.1","78.2","80.7"
"11/6/2025 11:16","81.9","78.2","80.8"
"11/6/2025 11:20","82.1","78.2","80.8"
"11/6/2025 11:27","82.1","78.2","80.8"
"11/6/2025 11:30","81.9","78.1","80.8"
"11/6/2025 11:37","81.9","78.2","80.8"
"11/6/2025 11:41","81.8","78.2","80.8"
"11/6/2025 11:47","82.1","78.2","80.8"
"11/6/2025 11:51","81.9","78.2","80.8"
"11/6/2025 11:58","81.9","78.1","80.8"
"11/6/2025 12:01","82.1","78.2","80.8"
"11/6/2025 12:08","81.9","78.2","80.8"
"11/6/2025 12:11","82.1","78.1","80.8"
"11/6/2025 12:18","81.9","78.2","80.8"
"11/6/2025 12:22","81.9","78.2","80.8"
"11/6/2025 12:28","81.9","78.2","80.8"
"11/6/2025 12:32","81.9","78.2","80.8"
"11/6/2025 12:39","81.9","78.1","80.8"
"11/6/2025 12:42","81.9","78.2","80.7"
"11/6/2025 12:49","82.1","78.2","80.8"
"11/6/2025 12:53","81.9","78.2","80.7"
"11/6/2025 12:59","82.1","78.2","80.7"
"11/6/2025 13:03","81.9","78.2","80.7"
"11/6/2025 13:10","81.9","78.2","80.6"
"11/6/2025 13:13","81.9","78.2","80.7"
"11/6/2025 13:20","81.9","78.2","80.7"
"11/6/2025 13:24","81.9","78.2","80.6"
"11/6/2025 13:30","81.9","78.2","80.6"
"11/6/2025 13:34","81.9","78.2","80.6"
"11/6/2025 13:41","81.9","78.2","80.6"
"11/6/2025 13:44","82.1","78.2","80.6"
"11/6/2025 13:51","81.9","78.2","80.6"
"11/6/2025 13:55","81.8","78.2","80.6"
"11/6/2025 14:01","81.9","78.2","80.6"
"11/6/2025 14:05","82.1","78.2","80.5"
"11/6/2025 14:11","81.9","78.2","80.5"
"11/6/2025 14:15","81.9","78.2","80.6"
"11/6/2025 14:22","82.1","78.2","80.5"
"11/6/2025 14:25","82.1","78.2","80.5"
"11/6/2025 14:32","81.9","78.2","80.5"
"11/6/2025 14:36","82.1","78.2","80.5"
"11/6/2025 14:42","81.9","78.2","80.5"
"11/6/2025 14:46","81.9","78.2","80.5"
"11/6/2025 14:53","81.9","78.2","80.5"
"11/6/2025 14:56","81.9","78.3","80.4"
"11/6/2025 15:03","81.9","78.2","80.4"
"11/6/2025 15:07","81.8","78.2","80.4"
"11/6/2025 15:13","81.9","78.2","80.4"
"11/6/2025 15:17","81.9","78.2","80.4"
"11/6/2025 15:24","82.1","78.2","80.4"
"11/6/2025 15:27","81.9","78.2","80.4"
"11/6/2025 15:34","81.9","78.2","80.4"
"11/6/2025 15:38","81.9","78.2","80.4"
"11/6/2025 15:44","82.1","78.2","80.4"
"11/6/2025 15:48","81.9","78.2","80.4"
"11/6/2025 15:55","81.9","78.2","80.3"
"11/6/2025 15:58","81.9","78.2","80.3"
"11/6/2025 16:05","82.1","78.2","80.3"
"11/6/2025 16:09","81.9","78.2","80.3"
"11/6/2025 16:15","82.1","78.2","76"
"11/6/2025 16:19","82.1","78.2","75.8"
"11/6/2025 16:25","82.1","78.2","75.3"
"11/6/2025 16:29","82.1","78.2","75.7"
"11/6/2025 16:36","81.9","78.2","76.3"
"11/6/2025 16:39","82.1","78.2","76.7"
"11/6/2025 16:46","81.9","78.2","77.2"
"11/6/2025 16:50","82.1","78.3","76.4"
"11/6/2025 16:56","82.1","78.3","76.9"
"11/6/2025 17:00","82.1","78.3","76.9"
"11/6/2025 17:07","82.1","78.3","75.9"
"11/6/2025 17:10","82.1","78.3","75.8"
"11/6/2025 17:17","82.1","78.2","75.2"
"11/6/2025 17:21","82.1","78.2","75.4"
"11/6/2025 17:27","82.2","78.3","76.2"
"11/6/2025 17:31","82.2","78.3","76"
"11/6/2025 17:37","82.1","78.3","75.5"
"11/6/2025 17:41","82.1","78.3","75"
"11/6/2025 17:48","82.1","78.3","75.3"
"11/6/2025 17:51","82.1","78.3","74.9"
"11/6/2025 17:58","82.1","78.2","75.5"
"11/6/2025 18:02","82.1","78.3","75.9"
"11/6/2025 18:08","82.1","78.2","76"
"11/6/2025 18:12","82.1","78.3","76.3"
"11/6/2025 18:19","82.2","78.2","77"
"11/6/2025 18:22","82.1","78.3","77.3"
"11/6/2025 18:29","82.1","78.2","76"
"11/6/2025 18:33","81.9","78.3","75.1"
"11/6/2025 18:39","82.1","78.3","74.8"
"11/6/2025 18:43","82.1","78.3","74.9"
"11/6/2025 18:50","82.2","78.3","74.8"
"11/6/2025 18:53","82.1","78.2","74.8"
"11/6/2025 19:00","82.1","78.2","74.6"
"11/06/2025 19:14","82.1","78.3","76.3"
"11/06/2025 19:24","82.1","78.2","74.3"
"11/06/2025 19:34","82.1","78.2","75.1"
"11/06/2025 19:44","82.1","78.2","74.2"
"11/06/2025 19:54","82.1","78.2","75.3"
"11/06/2025 20:05","82.1","78.2","75.1"
"11/06/2025 20:15","82.1","78.2","74.6"
"11/06/2025 20:25","82.1","78.2","75.9"
"11/06/2025 20:35","82.1","78.2","76.9"
"11/06/2025 20:46","82.1","78.2","76.4"
"11/06/2025 20:56","82.1","78.2","75.5"
"11/06/2025 21:06","81.9","78.2","76.4"
"11/06/2025 21:16","81.9","78.2","77.2"
"11/06/2025 21:27","81.9","78.2","75.0"
"11/06/2025 21:37","82.1","78.2","75.3"
"11/06/2025 21:47","81.9","78.1","76.4"
"11/06/2025 21:57","81.9","78.2","77.2"
"11/06/2025 22:07","82.1","78.1","77.9"
"11/06/2025 22:18","82.1","78.2","78.3"
"11/06/2025 22:28","82.1","78.2","78.7"
"11/06/2025 22:38","81.9","78.2","78.9"
"11/06/2025 22:49","81.9","78.2","77.9"
"11/06/2025 22:59","81.9","78.2","78.1"
"11/06/2025 23:09","81.9","78.1","78.5"
"11/06/2025 23:19","81.9","78.1","78.8"
"11/06/2025 23:30","82.1","78.1","78.9"
"11/06/2025 23:40","81.9","78.1","79.1"
"11/06/2025 23:50","81.9","78.1","79.3"
"11/07/2025 00:00","81.8","78.0","79.3"
"11/07/2025 00:01","81.9","78.0","79.3"
"11/07/2025 00:10","81.9","78.0","79.4"
"11/07/2025 00:11","81.8","78.0","79.4"
"11/07/2025 00:20","81.8","78.0","79.4"
"11/07/2025 00:21","81.8","78.0","79.5"
"11/07/2025 00:30","81.8","78.0","79.4"
"11/07/2025 00:31","81.8","78.0","79.4"
"11/07/2025 00:40","81.8","77.9","79.5"
"11/07/2025 00:42","81.8","78.0","79.5"
"11/07/2025 00:50","81.8","77.9","79.5"
"11/07/2025 00:52","81.8","77.9","79.5"
"11/07/2025 01:00","81.8","78.0","79.5"
"11/07/2025 01:02","81.8","78.0","79.5"
"11/07/2025 01:10","81.8","77.9","79.5"
"11/07/2025 01:12","81.8","77.9","79.5"
"11/07/2025 01:20","81.8","77.9","79.5"
"11/07/2025 01:23","81.8","77.9","79.5"
"11/07/2025 01:30","81.8","77.9","79.5"
"11/07/2025 01:33","81.8","77.9","79.5"
"11/07/2025 01:41","81.9","77.8","79.5"
"11/07/2025 01:43","81.8","77.9","79.4"
"11/07/2025 01:51","81.8","77.8","79.4"
"11/07/2025 01:54","81.8","77.8","79.4"
"11/07/2025 02:01","81.8","77.8","79.4"
"11/07/2025 02:04","81.8","77.8","79.4"
"11/07/2025 02:11","81.8","77.8","79.4"
"11/07/2025 02:14","81.8","77.8","79.4"
"11/07/2025 02:21","81.8","77.8","79.4"
"11/07/2025 02:24","81.7","77.8","79.4"
"11/07/2025 02:31","81.8","77.8","79.4"
"11/07/2025 02:35","81.7","77.8","79.4"
"11/07/2025 02:41","81.8","77.8","78.9"
"11/07/2025 02:45","81.7","77.7","75.3"
"11/07/2025 02:51","81.7","77.8","75.3"
"11/07/2025 02:55","81.8","77.8","75.8"
"11/07/2025 03:01","81.7","77.8","76.2"
"11/07/2025 03:05","81.7","77.8","76.6"
"11/07/2025 03:11","81.7","77.8","77.0"
"11/07/2025 03:16","81.7","77.8","77.3"
"11/07/2025 03:21","81.8","77.8","77.7"
"11/07/2025 03:26","81.8","77.8","78.0"
"11/07/2025 03:31","81.8","77.8","78.2"
"11/07/2025 03:36","81.7","77.8","78.5"
"11/07/2025 03:41","81.8","77.8","78.6"
"11/07/2025 03:46","81.7","77.8","78.7"
"11/07/2025 03:52","81.8","77.8","78.8"
"11/07/2025 03:57","81.7","77.8","78.9"
"11/07/2025 04:02","81.8","77.8","79.0"
"11/07/2025 04:07","81.7","77.8","79.1"
"11/07/2025 04:12","81.8","77.8","79.1"
"11/07/2025 04:17","81.7","77.8","79.1"
"11/07/2025 04:22","81.7","77.8","79.3"
"11/07/2025 04:28","81.7","77.8","79.3"
"11/07/2025 04:32","81.8","77.8","79.3"
"11/07/2025 04:38","81.7","77.8","75.2"
"11/07/2025 04:42","81.8","77.8","75.1"
"11/07/2025 04:48","81.8","77.8","75.8"
"11/07/2025 04:52","81.9","77.8","76.2"
"11/07/2025 04:58","81.7","77.8","76.2"
"11/07/2025 05:02","81.7","77.8","76.8"
"11/07/2025 05:08","81.7","77.8","77.7"
"11/07/2025 05:12","81.7","77.8","77.9"
"11/07/2025 05:19","81.7","77.8","78.5"
"11/07/2025 05:22","81.8","77.7","78.7"
"11/07/2025 05:29","81.7","77.8","78.9"
"11/07/2025 05:32","81.8","77.7","79.0"
"11/07/2025 05:39","81.9","77.8","79.3"
"11/07/2025 05:42","81.8","77.7","79.4"
"11/07/2025 05:50","81.8","77.8","79.7"
"11/07/2025 05:52","81.9","77.7","79.7"
"11/07/2025 06:00","81.9","77.8","79.9"
"11/07/2025 06:02","81.8","77.8","80.2"
"11/07/2025 06:10","81.9","77.8","76.1"
"11/07/2025 06:13","81.8","77.8","76.1"
"11/07/2025 06:20","81.8","77.8","76.1"
"11/07/2025 06:23","81.9","77.8","76.2"
"11/07/2025 06:31","81.8","77.8","76.4"
"11/07/2025 06:33","81.9","77.8","76.6"
"11/07/2025 06:41","81.8","77.8","75.4"
"11/07/2025 06:43","81.8","77.8","75.5"
"11/07/2025 06:51","81.8","77.8","76.0"
"11/07/2025 06:53","81.8","77.8","76.1"
"11/07/2025 07:01","81.8","77.9","76.4"
"11/07/2025 07:03","81.8","77.9","76.4"
"11/07/2025 07:12","81.9","77.8","77.2"
"11/07/2025 07:13","81.8","77.8","77.3"
"11/07/2025 07:22","81.9","77.8","77.9"
"11/07/2025 07:23","81.8","77.8","77.9"
"11/07/2025 07:32","81.8","77.8","78.3"
"11/07/2025 07:33","81.8","77.8","78.5"
"11/07/2025 07:42","81.8","77.8","78.8"
"11/07/2025 07:43","81.8","77.8","78.8"
"11/07/2025 07:53","81.8","77.9","79.0"
"11/07/2025 07:53","81.8","77.8","79.0"
"11/07/2025 08:03","81.9","77.8","79.3"
"11/07/2025 08:03","81.8","77.9","79.3"
"11/07/2025 08:24","81.9","77.8","79.5"
"11/07/2025 08:44","81.8","77.8","79.6"
"11/07/2025 08:54","81.8","77.8","79.6"
"11/07/2025 09:14","77.8","",""
"11/07/2025 09:14","81.8","77.8","78.8"
"11/07/2025 09:24","81.7","77.8","79.0"
"11/07/2025 09:24","81.7","77.8","79.0"
"11/07/2025 09:34","81.8","77.8","79.1"
"11/07/2025 09:35","81.8","77.8","79.3"
"11/07/2025 09:44","81.7","77.8","79.4"
"11/07/2025 09:45","81.8","77.8","79.4"
"11/07/2025 09:54","81.8","77.8","79.4"
"11/07/2025 09:55","81.7","77.8","79.4"
"11/07/2025 10:04","81.8","77.8","79.5"
"11/07/2025 10:05","81.7","77.8","79.5"
"11/07/2025 10:15","81.8","77.8","79.5"
"11/07/2025 10:16","81.8","77.8","79.5"
"11/07/2025 10:25","81.7","77.8","79.6"
"11/07/2025 10:26","81.7","77.8","79.6"
"11/07/2025 10:35","81.7","77.7","79.6"
"11/07/2025 10:36","81.8","77.8","79.6"
"11/07/2025 10:45","81.7","77.7","79.6"
"11/07/2025 10:46","81.7","77.8","79.6"
"11/07/2025 10:55","81.7","77.7","79.6"
"11/07/2025 10:57","81.7","77.8","78.9"
"11/07/2025 11:05","81.7","77.7","78.8"
"11/07/2025 11:07","81.7","77.7","78.8"
"11/07/2025 11:15","81.7","77.8","78.9"
"11/07/2025 11:17","81.7","77.7","79.0"
"11/07/2025 11:25","81.7","77.7","79.0"
"11/07/2025 11:28","81.8","77.7","79.1"
"11/07/2025 11:35","81.7","77.7","79.1"
"11/07/2025 11:38","81.7","77.7","79.3"
"11/07/2025 11:45","81.7","77.7","79.4"
"11/07/2025 11:48","81.7","77.7","79.4"
"11/07/2025 11:56","81.7","77.7","79.4"
"11/07/2025 11:58","81.7","77.7","79.4"
"11/07/2025 12:06","81.7","77.7","79.4"
"11/07/2025 12:09","81.7","77.7","79.4"
"11/07/2025 12:16","81.7","77.8","79.4"
"11/07/2025 12:19","81.7","77.7","79.5"
"11/07/2025 12:26","81.7","77.7","79.5"
"11/07/2025 12:29","81.8","77.7","79.5"
"11/07/2025 12:36","81.7","77.7","79.5"
"11/07/2025 12:40","81.8","77.7","79.5"
"11/07/2025 12:46","81.7","77.8","79.5"
"11/07/2025 12:50","81.8","77.8","79.5"
"11/07/2025 12:56","81.7","77.8","79.5"
"11/07/2025 13:00","81.7","77.8","79.5"
"11/07/2025 13:06","81.6","77.8","79.5"
"11/07/2025 13:10","81.8","77.8","79.6"
"11/07/2025 13:16","81.6","77.8","79.5"
"11/07/2025 13:21","81.7","77.8","79.5"
"11/07/2025 13:26","81.7","77.8","79.5"
"11/07/2025 13:31","81.7","77.8","79.5"
"11/07/2025 13:36","81.7","77.8","79.5"
"11/07/2025 13:41","81.8","77.8","79.5"
"11/07/2025 13:47","81.7","77.8","79.5"
"11/07/2025 13:51","81.8","77.8","79.5"
"11/07/2025 13:57","81.8","77.8","79.5"
"11/07/2025 14:02","81.8","77.8","79.5"
"11/07/2025 14:07","81.8","77.8","79.5"
"11/07/2025 14:12","81.8","77.8","79.5"
"11/07/2025 14:17","81.8","77.8","79.5"
"11/07/2025 14:22","81.7","77.9","79.6"
"11/07/2025 14:27","81.8","77.9","79.7"
"11/07/2025 14:33","81.9","77.9","79.8"
"11/07/2025 14:37","81.8","77.9","79.9"
"11/07/2025 14:43","81.8","77.9","80.0"
"11/07/2025 14:47","81.8","77.9","80.3"
"11/07/2025 14:53","81.9","77.9","80.5"
"11/07/2025 14:57","81.9","77.9","80.6"
"11/07/2025 15:03","81.9","78.0","80.7"
"11/07/2025 15:07","81.9","77.9","80.7"
"11/07/2025 15:14","81.9","77.9","80.8"
"11/07/2025 15:17","81.9","77.9","80.8"
"11/07/2025 15:24","81.9","77.9","80.9"
"11/07/2025 15:27","81.9","78.0","80.9"
"11/07/2025 15:34","81.9","78.0","80.6"
"11/07/2025 15:38","81.9","78.0","76.2"
"11/07/2025 15:45","82.1","78.0","75.8"
"11/07/2025 15:48","82.1","78.1","75.8"
"11/07/2025 15:55","82.1","78.0","75.7"
"11/07/2025 15:58","81.9","78.1","74.1"
"11/07/2025 16:05","81.9","78.0","74.2"
"11/07/2025 16:08","81.9","78.1","74.6"
"11/07/2025 16:15","82.1","78.0","76.2"
"11/07/2025 16:18","82.1","78.0","76.6"
"11/07/2025 16:25","82.1","78.1","77.4"
"11/07/2025 16:28","82.2","78.1","77.7"
"11/07/2025 16:36","82.1","78.1","75.4"
"11/07/2025 16:38","81.9","78.1","74.6"
"11/07/2025 16:46","81.9","78.1","74.0"
"11/07/2025 16:48","82.1","78.2","74.1"
"11/07/2025 16:56","81.9","78.1","75.4"
"11/07/2025 16:58","82.2","78.1","75.7"
"11/07/2025 17:06","82.2","78.2","76.9"
"11/07/2025 17:08","82.1","78.1","76.0"
"11/07/2025 17:17","82.1","78.1","75.4"
"11/07/2025 17:18","82.2","78.2","75.5"
