"DateTime","55G Large","ESP8266 50G","ESP8266 55G","Water Meter"
"12/27/2025 09:52","68.8","67.9","77.1","52.9"
"12/27/2025 10:03","68.8","67.8","77.2","53.0"
"12/27/2025 10:13","68.8","67.8","77.1","55.5"
"12/27/2025 10:23","68.7","67.8","77.1","54.3"
"12/27/2025 10:33","68.7","67.8","77.2","53.9"
"12/27/2025 10:43","68.6","67.7","77.1","57.7"
"12/27/2025 10:54","68.6","67.8","77.2","60.6"
"12/27/2025 11:04","68.6","67.8","77.2","63.4"
"12/27/2025 11:14","68.6","67.7","77.2","53.9"
"12/27/2025 11:24","68.6","67.7","77.1","55.7"
"12/27/2025 11:34","68.4","67.7","77.1","58.1"
"12/27/2025 11:45","68.6","67.7","77.1","59.8"
"12/27/2025 11:55","68.6","67.7","77.1","61.1"
"12/27/2025 12:05","68.7","67.7","77.1","62.5"
"12/27/2025 12:15","68.7","67.8","77.2","63.4"
"12/27/2025 12:25","68.7","67.7","77.1","64.1"
"12/27/2025 12:36","68.6","67.8","77.1","64.5"
"12/27/2025 12:46","68.6","67.7","77.2","64.8"
"12/27/2025 12:56","68.4","67.7","77.2","65.1"
"12/27/2025 13:06","68.6","67.7","77.3","63.0"
"12/27/2025 13:16","68.4","67.7","77.3","63.7"
"12/27/2025 13:27","68.3","67.7","77.3","54.0"
"12/27/2025 13:37","68.4","67.7","77.3","54.5"
"12/27/2025 13:47","68.4","67.6","77.3","56.8"
"12/27/2025 13:57","68.3","67.6","77.4","53.2"
"12/27/2025 14:07","68.4","67.6","77.4","55.8"
"12/27/2025 14:18","68.2","67.6","77.4","52.5"
"12/27/2025 14:28","68.6","67.6","77.4","55.1"
"12/27/2025 14:38","68.7","67.8","77.4","54.3"
"12/27/2025 14:48","68.6","67.7","77.6","55.4"
"12/27/2025 14:58","68.7","67.8","77.4","56.6"
"12/27/2025 15:09","68.6","67.8","77.6","57.7"
"12/27/2025 15:19","68.7","67.7","77.6","58.2"
"12/27/2025 15:29","68.6","67.7","77.6","60.0"
"12/27/2025 15:39","68.6","67.6","77.6","58.3"
"12/27/2025 15:49","68.6","67.7","77.6","58.8"
"12/27/2025 16:00","68.6","67.6","77.6","57.0"
"12/27/2025 16:10","68.3","67.6","77.6","54.0"
"12/27/2025 16:20","68.4","67.6","77.6","56.6"
"12/27/2025 16:30","68.8","67.7","77.6","53.4"
"12/27/2025 16:40","68.7","67.7","77.6","52.8"
"12/27/2025 16:51","68.6","67.7","77.6","54.5"
"12/27/2025 17:01","68.7","67.7","77.6","56.3"
"12/27/2025 17:11","68.6","67.7","77.7","53.0"
"12/27/2025 17:21","68.6","67.8","77.7","52.3"
"12/27/2025 17:32","68.6","67.8","77.7","53.3"
"12/27/2025 17:42","68.4","67.7","77.7","54.7"
"12/27/2025 17:52","68.6","67.7","77.7","56.0"
"12/27/2025 18:02","68.4","67.7","77.7","54.0"
"12/27/2025 18:12","68.4","67.7","77.7","56.4"
"12/27/2025 18:23","68.4","67.7","77.7","56.3"
"12/27/2025 18:33","68.6","67.7","77.7","53.8"
"12/27/2025 18:43","68.7","67.7","77.7","52.9"
"12/27/2025 18:53","68.4","67.7","77.7","55.5"
"12/27/2025 19:03","68.6","67.7","77.7","59.2"
"12/27/2025 19:14","68.4","67.7","77.7","53.0"
"12/27/2025 19:24","68.6","67.7","77.7","54.4"
"12/27/2025 19:34","68.6","67.7","77.7","53.5"
"12/27/2025 19:44","68.6","67.7","77.7","53.5"
"12/27/2025 19:54","68.7","67.8","77.8","56.1"
"12/27/2025 20:05","68.8","67.7","77.8","52.6"
"12/27/2025 20:15","68.7","67.8","77.8","54.0"
"12/27/2025 20:25","68.6","67.8","77.8","55.0"
"12/27/2025 20:35","68.8","67.8","77.8","53.4"
"12/27/2025 20:45","68.8","67.8","77.8","56.2"
"12/27/2025 20:56","68.7","67.9","77.8","53.9"
"12/27/2025 21:06","68.8","67.8","77.8","52.8"
"12/27/2025 21:16","68.7","67.7","77.8","54.7"
"12/27/2025 21:26","68.6","67.8","77.8","52.8"
"12/27/2025 21:36","68.7","67.8","77.8","53.5"
"12/27/2025 21:47","68.7","67.8","77.8","53.5"
"12/27/2025 21:57","68.7","67.7","77.9","54.3"
"12/27/2025 22:07","68.7","67.7","77.9","53.8"
"12/27/2025 22:17","68.7","67.7","77.8","52.7"
"12/27/2025 22:27","68.6","67.7","77.8","54.8"
"12/27/2025 22:38","68.8","67.7","77.8","56.3"
"12/27/2025 22:48","68.8","67.8","77.9","52.9"
"12/27/2025 22:58","69.0","67.8","77.9","55.6"
"12/27/2025 23:08","68.9","67.9","77.9","58.2"
"12/27/2025 23:18","69.0","67.9","77.9","60.1"
"12/27/2025 23:29","69.1","67.9","77.9","61.6"
"12/27/2025 23:39","69.0","67.9","77.9","62.7"
"12/27/2025 23:49","69.1","67.8","77.9","63.5"
"12/28/2025 00:00","68.9","67.8","77.9","64.2"
"12/28/2025 00:10","68.8","67.8","77.8","64.5"
"12/28/2025 00:20","68.9","67.7","77.8","61.5"
"12/28/2025 00:30","68.9","67.9","77.8","62.6"
"12/28/2025 00:40","68.9","67.8","77.8","63.5"
"12/28/2025 00:51","68.9","67.9","77.8","64.3"
"12/28/2025 01:01","68.8","67.9","77.8","64.8"
"12/28/2025 01:11","69.0","67.8","77.8","65.3"
"12/28/2025 01:21","69.0","67.8","77.8","65.8"
"12/28/2025 01:32","68.8","67.8","77.8","65.9"
"12/28/2025 01:42","68.8","67.8","77.8","66.1"
"12/28/2025 01:52","68.8","67.7","77.8","66.1"
"12/28/2025 02:02","68.9","67.8","77.8","66.3"
"12/28/2025 02:12","68.9","67.9","77.8","66.5"
"12/28/2025 02:23","68.9","67.9","77.7","66.7"
"12/28/2025 02:33","69.0","67.8","77.7","66.7"
"12/28/2025 02:43","68.9","67.9","77.8","66.8"
"12/28/2025 02:53","68.9","67.9","77.8","66.9"
"12/28/2025 03:03","68.9","67.9","77.8","66.9"
"12/28/2025 03:14","68.9","67.9","77.8","67.0"
"12/28/2025 03:24","68.9","67.8","77.8","67.0"
"12/28/2025 03:34","68.9","67.9","77.8","69.8"
"12/28/2025 03:44","68.9","67.8","77.8","70.4"
"12/28/2025 03:54","68.8","67.9","77.8","69.8"
"12/28/2025 04:05","68.9","67.9","77.8","69.3"
"12/28/2025 04:15","69.0","67.9","77.8","69.0"
"12/28/2025 04:25","69.0","67.9","77.8","68.7"
"12/28/2025 04:35","68.9","68.0","77.8","68.4"
"12/28/2025 04:45","69.0","67.9","77.8","68.2"
"12/28/2025 04:56","68.8","67.9","77.8","68.0"
"12/28/2025 05:06","69.0","67.9","77.8","67.9"
"12/28/2025 05:16","68.9","67.9","77.8","67.9"
"12/28/2025 05:27","68.9","67.9","77.8","67.8"
"12/28/2025 05:37","68.9","68.0","77.8","67.7"
"12/28/2025 05:47","68.8","67.8","77.8","67.6"
"12/28/2025 05:57","69.0","67.9","77.7","67.6"
"12/28/2025 06:07","68.9","67.9","77.8","67.6"
"12/28/2025 06:18","68.9","67.9","77.7","67.6"
"12/28/2025 06:28","68.9","67.9","77.7","67.6"
"12/28/2025 06:38","68.9","67.9","77.7","67.6"
"12/28/2025 06:48","68.9","67.8","77.7","67.4"
"12/28/2025 06:58","68.7","67.9","77.7","67.4"
"12/28/2025 07:09","68.8","67.8","77.7","67.3"
"12/28/2025 07:19","68.8","67.8","77.6","67.3"
"12/28/2025 07:29","68.7","67.9","77.6","67.2"
"12/28/2025 07:39","68.7","67.8","77.4","67.2"
"12/28/2025 07:49","68.7","67.7","77.4","67.0"
"12/28/2025 08:00","68.7","67.8","77.6","67.0"
"12/28/2025 08:10","68.7","67.8","77.6","67.0"
"12/28/2025 08:20","68.6","67.8","77.4","64.5"
"12/28/2025 08:30","68.6","67.8","77.4","53.9"
"12/28/2025 08:40","68.7","67.7","77.6","55.8"
"12/28/2025 08:51","68.8","67.9","77.4","57.1"
"12/28/2025 09:01","68.8","67.9","77.4","54.7"
"12/28/2025 09:11","68.8","67.9","77.4","52.8"
"12/28/2025 09:21","68.8","67.8","77.4","55.0"
"12/28/2025 09:31","68.8","67.8","77.4","56.2"
"12/28/2025 09:42","68.7","67.8","77.4","57.3"
"12/28/2025 09:52","68.7","67.8","77.3","58.1"
"12/28/2025 10:02","68.7","67.8","77.3","58.2"
"12/28/2025 10:12","68.6","67.8","77.3","53.9"
"12/28/2025 10:23","68.6","67.8","77.3","55.2"
"12/28/2025 10:33","68.6","67.8","77.3","57.0"
"12/28/2025 10:43","68.4","67.8","77.3","59.1"
"12/28/2025 10:53","68.6","67.8","77.3","60.8"
"12/28/2025 11:03","68.6","67.7","77.3","62.0"
"12/28/2025 11:14","68.6","67.8","77.3","57.8"
"12/28/2025 11:24","68.4","67.8","77.3","55.3"
"12/28/2025 11:34","68.4","67.8","77.3","54.6"
"12/28/2025 11:44","68.4","67.8","77.2","55.6"
"12/28/2025 11:54","68.6","67.7","77.3","57.3"
"12/28/2025 12:05","68.4","67.7","77.3","53.7"
"12/28/2025 12:15","68.4","67.7","77.3","55.1"
"12/28/2025 12:25","68.6","67.7","77.3","56.0"
"12/28/2025 12:35","68.4","67.7","77.3","53.2"
"12/28/2025 12:45","68.4","67.7","77.3","55.4"
"12/28/2025 12:55","68.4","67.7","77.3","57.8"
"12/28/2025 13:06","68.4","67.7","77.3","59.7"
"12/28/2025 13:16","68.4","67.6","77.3","61.1"
"12/28/2025 13:26","68.3","67.7","77.3","62.3"
"12/28/2025 13:36","68.4","67.6","77.4","60.3"
"12/28/2025 13:47","68.3","67.8","77.3","52.1"
"12/28/2025 13:57","68.3","67.6","77.4","52.9"
"12/28/2025 14:07","68.4","67.8","77.4","53.2"
"12/28/2025 14:17","68.3","67.8","77.4","55.6"
"12/28/2025 14:27","68.4","67.8","77.4","58.1"
"12/28/2025 14:38","68.6","67.7","77.4","53.0"
"12/28/2025 14:48","68.4","67.8","77.4","56.2"
"12/28/2025 14:58","68.6","67.8","77.6","58.4"
"12/28/2025 15:08","Disconnected","67.8","77.4","55.2"
"12/28/2025 15:18","68.6","67.8","77.4","53.5"
"12/28/2025 15:29","68.6","67.8","77.6","55.1"
"12/28/2025 15:39","68.6","67.8","77.6","57.8"
"12/28/2025 15:49","68.7","67.9","77.6","55.0"
"12/28/2025 15:59","68.6","68.0","77.4","55.4"
"12/28/2025 16:10","68.7","67.8","77.6","57.9"
"12/28/2025 16:20","68.6","67.9","77.6","59.6"
"12/28/2025 16:30","68.7","67.8","77.6","60.7"
"12/28/2025 16:40","68.7","67.9","77.6","61.8"
"12/28/2025 16:50","68.8","67.9","77.7","62.7"
"12/28/2025 17:01","68.7","67.9","77.6","63.4"
"12/28/2025 17:11","68.7","67.9","77.6","61.7"
"12/28/2025 17:21","68.7","67.9","77.6","62.4"
"12/28/2025 17:31","68.6","68.0","77.6","63.3"
"12/28/2025 17:41","68.8","67.9","77.6","64.0"
"12/28/2025 17:52","68.8","67.9","77.7","64.6"
"12/28/2025 18:02","68.7","67.9","77.7","65.0"
"12/28/2025 18:12","68.8","67.9","77.7","65.4"
"12/28/2025 18:22","68.7","67.9","77.7","65.6"
"12/28/2025 18:32","68.7","67.9","77.7","65.8"
"12/28/2025 18:43","68.7","67.9","77.7","Disconnected"
"12/28/2025 18:53","68.8","67.9","77.7","66.2"
"12/28/2025 19:03","68.8","67.9","77.7","64.5"
"12/28/2025 19:13","68.8","67.9","77.7","65.0"
"12/28/2025 19:23","68.8","67.8","77.8","65.4"
"12/28/2025 19:34","68.8","67.9","77.7","56.9"
"12/28/2025 19:44","68.7","67.9","77.8","54.5"
"12/28/2025 19:54","68.9","67.9","77.8","57.1"
"12/28/2025 20:04","68.7","67.9","77.8","53.9"
"12/28/2025 20:14","68.8","67.9","77.8","53.6"
"12/28/2025 20:25","68.9","67.9","77.8","56.5"
"12/28/2025 20:35","68.8","67.9","77.8","55.3"
"12/28/2025 20:45","68.7","67.9","77.8","54.3"
"12/28/2025 20:55","68.8","67.9","77.8","56.1"
"12/28/2025 21:06","68.9","67.9","77.8","56.8"
"12/28/2025 21:16","68.7","67.9","77.8","58.7"
"12/28/2025 21:26","68.8","67.9","77.8","60.1"
"12/28/2025 21:36","68.9","67.9","77.8","61.5"
"12/28/2025 21:46","68.8","67.8","77.8","62.6"
"12/28/2025 21:57","68.8","67.9","77.8","53.9"
"12/28/2025 22:07","68.9","67.9","77.8","56.3"
"12/28/2025 22:17","68.8","67.9","77.8","58.4"
"12/28/2025 22:27","68.8","67.9","77.8","56.6"
"12/28/2025 22:37","68.9","67.9","77.8","54.3"
"12/28/2025 22:48","68.8","68.0","77.8","54.5"
"12/28/2025 22:58","68.8","68.0","77.9","56.4"
"12/28/2025 23:08","68.8","67.9","77.9","54.6"
"12/28/2025 23:18","68.8","67.9","77.8","58.2"
"12/28/2025 23:28","68.7","67.9","77.9","60.5"
"12/28/2025 23:39","68.8","67.8","77.9","61.5"
"12/28/2025 23:49","68.8","67.8","77.8","62.6"
"12/29/2025 00:00","68.7","67.8","77.8","61.9"
"12/29/2025 00:10","68.7","67.8","77.7","62.8"
"12/29/2025 00:20","68.7","67.8","77.8","63.6"
"12/29/2025 00:30","68.6","67.8","77.7","64.2"
"12/29/2025 00:40","68.6","67.8","77.7","64.6"
"12/29/2025 00:51","68.6","67.8","77.7","65.0"
"12/29/2025 01:01","68.6","67.8","77.7","65.2"
"12/29/2025 01:11","68.4","67.7","77.7","65.3"
"12/29/2025 01:21","68.3","67.7","77.6","65.4"
"12/29/2025 01:32","68.4","67.7","77.7","65.5"
"12/29/2025 01:42","68.3","67.8","77.6","64.7"
"12/29/2025 01:52","68.3","67.6","77.6","64.2"
"12/29/2025 02:02","68.2","67.7","77.6","64.5"
"12/29/2025 02:12","68.3","67.7","77.6","64.8"
"12/29/2025 02:23","68.4","67.7","77.6","65.3"
"12/29/2025 02:33","68.3","67.7","77.6","65.5"
"12/29/2025 02:43","68.3","67.7","77.6","65.6"
"12/29/2025 02:53","68.6","67.9","77.6","66.0"
"12/29/2025 03:03","68.6","67.8","77.6","66.1"
"12/29/2025 03:14","68.3","67.7","77.6","66.2"
"12/29/2025 03:24","68.3","67.8","77.6","66.2"
"12/29/2025 03:34","68.2","67.7","77.4","66.1"
"12/29/2025 03:44","68.3","67.7","77.4","54.4"
"12/29/2025 03:54","68.4","67.7","77.6","56.4"
"12/29/2025 04:05","68.6","67.8","77.6","58.8"
"12/29/2025 04:15","68.4","67.7","77.6","60.5"
"12/29/2025 04:25","68.7","67.9","77.6","61.8"
"12/29/2025 04:35","68.7","67.8","77.6","62.9"
"12/29/2025 04:45","68.6","67.9","77.6","63.6"
"12/29/2025 04:56","68.6","67.8","77.6","64.1"
"12/29/2025 05:06","68.4","67.7","77.6","64.4"
"12/29/2025 05:17","68.3","67.7","77.6","64.5"
"12/29/2025 05:27","68.3","67.8","77.4","64.7"
"12/29/2025 05:37","68.2","67.7","77.6","64.8"
"12/29/2025 05:47","68.2","67.6","77.6","65.0"
"12/29/2025 05:57","68.0","67.6","77.4","65.0"
"12/29/2025 06:08","68.2","67.6","77.6","65.1"
"12/29/2025 06:18","68.4","67.7","77.6","65.4"
"12/29/2025 06:28","68.4","67.8","77.4","64.4"
"12/29/2025 06:38","68.3","67.7","77.4","64.8"
"12/29/2025 06:48","68.6","67.8","77.4","61.8"
"12/29/2025 06:59","68.6","67.9","77.6","62.3"
"12/29/2025 07:09","68.9","67.9","77.6","63.4"
"12/29/2025 07:19","68.9","67.9","77.6","64.3"
"12/29/2025 07:29","68.8","68.0","77.6","65.0"
"12/29/2025 07:39","68.7","67.9","77.6","63.6"
"12/29/2025 07:50","68.6","67.9","77.6","63.3"
"12/29/2025 08:00","68.6","67.9","77.6","62.8"
"12/29/2025 08:11","68.4","67.8","77.6","56.3"
"12/29/2025 08:21","68.3","67.7","77.6","58.1"
"12/29/2025 08:31","68.3","67.7","77.4","59.7"
"12/29/2025 08:41","68.4","67.7","77.4","61.0"
"12/29/2025 08:51","68.6","67.8","77.6","59.8"
"12/29/2025 09:02","68.4","67.8","77.6","61.3"
"12/29/2025 09:12","68.3","67.7","77.4","62.2"
"12/29/2025 09:22","68.2","67.7","77.4","62.9"
"12/29/2025 09:32","68.1","67.6","77.4","61.9"
"12/29/2025 09:42","68.0","67.4","77.4","61.0"
"12/29/2025 09:53","68.1","67.6","77.4","57.1"
"12/29/2025 10:03","68.3","67.7","77.4","53.5"
"12/29/2025 10:13","68.3","67.7","77.4","53.4"
"12/29/2025 10:23","68.2","67.7","77.4","54.0"
"12/29/2025 10:33","68.2","67.7","77.4","58.0"
"12/29/2025 10:44","68.4","67.7","77.4","61.7"
"12/29/2025 10:54","68.6","67.8","77.4","63.4"
"12/29/2025 11:04","68.7","67.8","77.4","58.1"
"12/29/2025 11:14","68.8","67.8","77.4","56.6"
"12/29/2025 11:25","68.6","67.7","77.4","56.8"
"12/29/2025 11:35","68.4","67.8","77.6","55.0"
"12/29/2025 11:45","68.3","67.7","77.6","53.5"
"12/29/2025 11:55","68.2","67.7","77.6","55.4"
"12/29/2025 12:05","68.1","67.6","77.4","53.2"
"12/29/2025 12:16","68.0","67.6","77.4","55.1"
"12/29/2025 12:26","68.0","67.6","77.6","57.2"
"12/29/2025 12:36","67.8","67.4","77.6","56.5"
"12/29/2025 12:46","67.8","67.4","77.4","58.1"
"12/29/2025 12:56","67.7","67.4","77.4","59.6"
"12/29/2025 13:07","67.6","67.3","77.6","60.6"
"12/29/2025 13:17","67.6","67.3","77.4","61.4"
"12/29/2025 13:27","67.8","67.4","77.4","62.0"
"12/29/2025 13:37","67.9","67.4","77.6","61.1"
"12/29/2025 13:48","67.8","67.4","77.6","54.2"
"12/29/2025 13:58","67.8","67.6","77.6","55.1"
"12/29/2025 14:08","67.2","66.4","77.4","57.0"
"12/29/2025 14:18","66.9","65.9","77.4","59.1"
"12/29/2025 14:28","66.8","65.9","77.4","60.7"
"12/29/2025 14:39","66.9","66.1","77.6","58.7"
"12/29/2025 14:49","67.0","66.1","77.4","59.9"
"12/29/2025 14:59","67.0","66.2","77.4","60.9"
"12/29/2025 15:09","Disconnected","66.2","Disconnected","Disconnected"
"12/29/2025 15:20","Disconnected","66.1","Disconnected","Disconnected"
"12/29/2025 15:30","66.7","65.8","77.6","64.0"
"12/29/2025 15:40","66.5","65.6","77.4","55.7"
"12/29/2025 15:51","67.2","66.4","77.4","56.3"
"12/29/2025 16:01","67.3","66.8","77.6","57.0"
"12/29/2025 16:11","67.3","66.9","77.4","54.8"
"12/29/2025 16:21","67.4","66.9","77.4","54.8"
"12/29/2025 16:32","67.3","67.0","77.4","54.6"
"12/29/2025 16:42","67.4","67.0","77.4","54.0"
"12/29/2025 16:52","67.7","67.1","77.4","55.4"
"12/29/2025 17:02","67.7","67.2","77.6","57.5"
"12/29/2025 17:12","67.7","67.2","77.6","57.4"
"12/29/2025 17:23","67.9","67.2","77.6","58.4"
"12/29/2025 17:33","68.0","67.2","77.6","60.0"
"12/29/2025 17:43","68.2","67.3","77.6","59.7"
"12/29/2025 17:53","68.3","67.4","77.7","54.3"
"12/29/2025 18:03","68.2","67.4","77.7","52.9"
"12/29/2025 18:14","68.1","67.4","77.7","52.9"
"12/29/2025 18:24","68.2","67.4","77.7","55.0"
"12/29/2025 18:34","68.4","67.4","77.7","57.3"
"12/29/2025 18:44","68.3","67.6","77.7","53.8"
"12/29/2025 18:54","68.4","67.4","77.7","56.2"
"12/29/2025 19:05","68.6","67.6","77.7","53.9"
"12/29/2025 19:15","68.4","67.6","77.8","55.2"
"12/29/2025 19:25","68.4","67.7","77.8","54.2"
"12/29/2025 19:35","68.4","67.6","77.8","56.3"
"12/29/2025 19:46","68.7","67.4","77.8","58.2"
"12/29/2025 19:56","68.7","67.7","77.8","60.0"
"12/29/2025 20:06","68.7","67.7","77.9","61.5"
"12/29/2025 20:16","68.8","67.7","77.8","62.4"
"12/29/2025 20:26","68.7","67.6","77.8","60.6"
"12/29/2025 20:37","68.4","67.7","77.8","61.6"
"12/29/2025 20:47","68.4","67.6","77.8","62.3"
"12/29/2025 20:57","68.3","67.4","77.8","62.8"
"12/29/2025 21:07","68.2","67.4","77.8","63.2"
"12/29/2025 21:17","68.2","67.4","77.8","63.4"
"12/29/2025 21:28","68.1","67.4","77.7","55.5"
"12/29/2025 21:38","68.4","67.4","77.7","52.9"
"12/29/2025 21:48","68.3","67.6","77.8","52.9"
"12/29/2025 21:58","68.3","67.6","77.8","52.8"
"12/29/2025 22:08","68.2","67.6","77.8","55.3"
"12/29/2025 22:19","68.3","67.4","77.7","57.3"
"12/29/2025 22:29","68.3","67.4","77.8","57.4"
"12/29/2025 22:39","68.2","67.6","77.8","53.8"
"12/29/2025 22:49","68.2","67.6","77.8","56.0"
"12/29/2025 23:00","68.3","67.4","77.8","53.4"
"12/29/2025 23:10","68.3","67.4","77.7","53.8"
"12/29/2025 23:20","Disconnected","67.6","77.7","54.0"
"12/29/2025 23:30","68.4","67.4","77.7","54.3"
"12/29/2025 23:40","68.7","67.6","77.8","56.9"
"12/29/2025 23:51","68.9","67.6","77.7","58.9"
"12/30/2025 00:00","68.9","67.7","77.7","60.3"
"12/30/2025 00:10","69.0","67.7","77.7","61.7"
"12/30/2025 00:20","68.8","67.8","77.7","62.5"
"12/30/2025 00:30","68.9","67.7","77.8","63.0"
"12/30/2025 00:40","68.7","67.8","77.7","63.3"
"12/30/2025 00:51","68.6","67.6","77.7","63.5"
"12/30/2025 01:01","68.4","67.6","77.7","63.6"
"12/30/2025 01:11","68.3","67.6","77.7","63.7"
"12/30/2025 01:21","68.3","67.4","77.6","63.7"
"12/30/2025 01:31","68.2","67.3","77.6","63.7"
"12/30/2025 01:42","68.3","67.3","77.6","63.8"
"12/30/2025 01:52","68.6","67.4","77.6","64.1"
"12/30/2025 02:02","68.3","67.6","77.4","64.2"
"12/30/2025 02:12","68.4","67.4","77.6","64.3"
"12/30/2025 02:23","68.4","67.6","77.6","64.4"
"12/30/2025 02:33","68.3","67.4","77.6","64.4"
"12/30/2025 02:43","68.3","67.4","77.4","64.4"
"12/30/2025 02:53","68.2","67.4","77.4","64.3"
"12/30/2025 03:03","68.1","67.3","77.4","64.3"
"12/30/2025 03:14","68.0","67.2","77.3","64.2"
"12/30/2025 03:24","68.1","67.2","77.4","64.2"
"12/30/2025 03:34","68.2","67.3","77.3","64.3"
"12/30/2025 03:44","68.4","67.4","77.4","64.5"
"12/30/2025 03:54","68.6","67.4","77.3","64.7"
"12/30/2025 04:05","68.3","67.6","77.4","64.8"
"12/30/2025 04:15","68.4","67.6","77.4","65.0"
"12/30/2025 04:25","68.6","67.6","77.4","65.1"
"12/30/2025 04:35","Disconnected","67.4","77.4","55.2"
"12/30/2025 04:45","68.6","67.6","77.4","53.8"
"12/30/2025 04:56","68.9","67.6","77.4","57.1"
"12/30/2025 05:06","69.0","67.7","77.4","58.2"
"12/30/2025 05:16","69.1","67.7","77.4","63.8"
"12/30/2025 05:26","69.2","67.8","77.4","68.7"
"12/30/2025 05:36","69.3","67.8","77.6","70.8"
"12/30/2025 05:47","69.3","67.9","77.6","70.6"
"12/30/2025 05:57","69.3","68.0","77.7","70.0"
"12/30/2025 06:07","69.1","67.8","77.4","69.5"
"12/30/2025 06:17","69.2","67.9","77.6","68.7"
"12/30/2025 06:27","69.0","67.8","77.6","68.1"
"12/30/2025 06:38","68.8","67.8","77.6","55.6"
"12/30/2025 06:48","68.8","67.7","77.6","57.4"
"12/30/2025 06:58","68.7","67.7","77.4","54.3"
"12/30/2025 07:08","68.8","67.6","77.4","55.1"
"12/30/2025 07:18","68.8","67.7","77.4","57.4"
"12/30/2025 07:29","68.6","67.8","77.6","57.4"
"12/30/2025 07:39","68.4","67.6","77.4","58.8"
"12/30/2025 07:49","68.4","67.6","77.4","60.0"
"12/30/2025 07:59","68.3","67.4","77.3","61.0"
"12/30/2025 08:09","68.3","67.6","77.4","61.7"
"12/30/2025 08:20","68.7","67.6","77.4","62.6"
"12/30/2025 08:30","68.6","67.7","77.4","63.2"
"12/30/2025 08:40","68.6","67.7","77.3","63.6"
"12/30/2025 08:50","68.2","67.6","77.3","63.7"
"12/30/2025 09:00","68.2","67.6","77.3","63.7"
"12/30/2025 09:11","68.4","67.6","77.3","64.0"
"12/30/2025 09:21","68.6","67.7","77.3","64.3"
"12/30/2025 09:31","68.4","67.7","77.3","63.5"
"12/30/2025 09:41","68.3","67.6","77.3","63.2"
"12/30/2025 09:52","68.2","67.6","77.3","63.5"
"12/30/2025 10:02","68.2","67.4","77.2","63.7"
"12/30/2025 10:12","68.4","67.4","77.3","64.1"
"12/30/2025 10:22","68.4","67.4","77.3","64.4"
"12/30/2025 10:32","68.3","67.7","77.3","64.6"
"12/30/2025 10:43","68.2","67.6","77.2","64.7"
"12/30/2025 10:53","68.1","67.4","77.2","64.6"
"12/30/2025 11:03","68.1","67.3","77.2","64.6"
"12/30/2025 11:13","68.1","67.3","77.1","64.5"
"12/30/2025 11:23","68.0","67.2","77.1","64.4"
"12/30/2025 11:34","67.8","67.2","77.1","64.3"
"12/30/2025 11:44","67.8","67.1","77.1","64.2"
"12/30/2025 11:54","67.6","67.1","77.0","64.1"
"12/30/2025 12:04","67.7","67.1","77.0","63.8"
"12/30/2025 12:15","67.6","67.0","77.0","63.7"
"12/30/2025 12:25","67.4","67.1","77.0","63.6"
"12/30/2025 12:35","67.3","66.9","77.0","63.6"
"12/30/2025 12:45","67.2","66.9","77.0","63.4"
"12/30/2025 12:55","67.1","66.9","76.9","63.3"
"12/30/2025 13:06","67.1","66.8","76.9","63.3"
"12/30/2025 13:16","66.9","66.8","76.9","63.7"
"12/30/2025 13:26","67.0","66.8","76.9","65.2"
"12/30/2025 13:36","67.2","66.9","76.9","65.1"
"12/30/2025 13:46","67.4","66.9","77.0","65.0"
"12/30/2025 13:57","67.7","67.0","76.9","64.8"
"12/30/2025 14:07","67.9","67.1","77.0","64.8"
"12/30/2025 14:17","68.0","67.1","77.0","64.8"
"12/30/2025 14:27","68.1","67.3","77.0","65.0"
"12/30/2025 14:37","68.3","67.3","77.0","65.2"
"12/30/2025 14:48","68.4","67.4","77.1","65.3"
"12/30/2025 14:58","68.3","67.3","77.0","65.4"
"12/30/2025 15:08","68.2","67.3","77.1","65.4"
"12/30/2025 15:18","68.2","67.3","77.1","65.2"
"12/30/2025 15:28","68.4","67.3","77.1","65.1"
"12/30/2025 15:39","68.3","67.4","77.2","65.2"
"12/30/2025 15:49","68.3","67.4","77.2","65.2"
"12/30/2025 15:59","68.1","67.3","77.2","65.1"
"12/30/2025 16:09","68.0","67.3","77.2","65.0"
"12/30/2025 16:19","68.3","67.3","77.3","64.8"
"12/30/2025 16:30","68.4","67.4","77.3","65.0"
"12/30/2025 16:40","68.7","67.4","77.3","54.6"
"12/30/2025 16:50","68.8","67.6","77.3","55.0"
"12/30/2025 17:01","68.9","67.7","77.4","56.5"
"12/30/2025 17:11","68.7","67.6","77.4","57.9"
"12/30/2025 17:21","68.8","67.6","77.4","59.7"
"12/30/2025 17:31","68.7","67.6","77.3","60.8"
"12/30/2025 17:41","68.8","67.6","77.3","54.4"
"12/30/2025 17:52","69.0","67.7","77.4","55.8"
"12/30/2025 18:02","69.0","67.8","77.6","59.9"
"12/30/2025 18:12","69.0","67.8","77.6","53.7"
"12/30/2025 18:22","68.9","67.7","77.6","56.1"
"12/30/2025 18:32","69.0","67.7","77.6","56.8"
"12/30/2025 18:43","69.0","67.8","77.6","58.7"
"12/30/2025 18:53","68.7","67.7","77.6","60.0"
"12/30/2025 19:03","68.8","67.7","77.4","53.9"
"12/30/2025 19:13","68.7","67.6","77.6","53.9"
"12/30/2025 19:23","68.7","67.6","77.4","54.4"
